user_id,name,email,country,city,platform,signup_date,subscription_type,age,gender
usr_002674,Ahmed,ahmed_7076@outlook.sa,AE,Riyadh,android,2020-04-01,trial,45,M
usr_002675,Zainab,,MA,Mecca,ios,28/02/2024,premium_annual,18,m
usr_002676,Fahad,fahad_2451@icloud.com,FR,,android,18/09/2023,free,64,female
usr_002677,Fahad,fahad_4194@hotmail.com,JO,Tabuk,car_play,13/09/2024,trial,43,F
usr_002678,أحمد,أحمد_9337@outlook.sa,AE,,web,2021-08-17,trial,53,male
usr_002679,فهد,فهد_1440@gmail.com,FR,Abha,car_play,04/06/2021,free,50,F
usr_002680,Sultan,sultan_3932@outlook.sa,AE,Khobar,ios,17/06/2022,premium_annual,26,f
usr_002681,مريم,مريم_4996@gmail.com,US,Dammam,ios,2023-08-29,free,40,F
usr_002682,هند,هند_7082@yahoo.com,QA,Riyadh,web,2023-12-08,free,54,
usr_002683,Abdullah,abdullah_2631@outlook.sa,DE,,car_play,17/01/2020,free,,m
usr_002684,Hind,hind_5052@gmail.com,EG,,smart_speaker,2019-10-25T00:00:00,trial,,female
usr_002685,Fatima,fatima_822@icloud.com,SA,Taif,web,2023-08-04,premium,59,M
usr_002686,Noura,noura_4668@gmail.com,SA,Mecca,ios,13/08/2022,premium_annual,,
usr_002687,فهد,فهد_5081@icloud.com,QA,Abha,smart_speaker,2023-11-18,premium_annual,22,m
usr_002688,Noura,noura_5946@gmail.com,MA,Jeddah,ios,2024-09-03,premium,41,F
usr_002689,فاطمة,فاطمة_7758@gmail.com,LB,Medina,android,16/08/2020,trial,31,m
usr_002690,نورة,نورة_1498@hotmail.com,LB,Jeddah,ios,13/02/2022,premium_annual,37,female
usr_002691,مريم,مريم_5940@yahoo.com,DE,,android,02-25-2020,premium,16,m
usr_002692,ريم,ريم_2412@yahoo.com,BH,Dammam,ios,08-02-2022,premium,63,female
usr_002693,ريم,ريم_6125@gmail.com,SA,Medina,web,03/07/2024,premium_annual,18,male
usr_002694,نورة,نورة_5986@yahoo.com,LB,Dammam,car_play,2020-10-14,premium,63,female
usr_002695,Mona,mona_3565@outlook.sa,SA,Khobar,web,2023-01-19,premium,24,female
usr_002696,Mona,mona_6116@gmail.com,AE,Mecca,android,2019-12-05T00:00:00,trial,65,F
usr_002697,خالد,خالد_6222@icloud.com,LB,Tabuk,android,12-23-2023,trial,,female
usr_002698,نورة,نورة_8842@icloud.com,LB,,ios,2022-09-25T00:00:00,premium,57,
usr_002699,Omar,omar_3200@outlook.sa,DE,,web,2024-01-30,premium_annual,26,f
usr_002700,سارة,سارة_4598@outlook.sa,FR,Medina,android,2020-09-19T00:00:00,trial,49,M
usr_002701,سارة,سارة_9916@icloud.com,QA,Riyadh,smart_speaker,2023-11-07,premium,25,m
usr_002702,نورة,نورة_7943@icloud.com,OM,,ios,28/03/2023,free,57,F
usr_002703,Khalid,,EG,Jeddah,android,2023-08-28T00:00:00,premium,51,m
usr_002704,Aisha,aisha_1124@gmail.com,SA,Medina,car_play,21/04/2023,premium,29,f
usr_002705,Mariam,mariam_8284@yahoo.com,QA,,web,09-10-2024,premium,47,F
usr_002706,Tariq,tariq_3481@icloud.com,DE,,ios,17/07/2024,free,48,M
usr_002707,Fatima,fatima_9339@outlook.sa,OM,,smart_speaker,07-11-2019,premium_annual,51,M
usr_002708,حسن,حسن_1500@hotmail.com,AE,Tabuk,web,2022-02-17,trial,16,F
usr_002709,سلطان,سلطان_7337@gmail.com,QA,Mecca,android,2019-10-23T00:00:00,trial,49,m
usr_002710,لمياء,لمياء_1907@outlook.sa,OM,Abha,android,2023-08-25,trial,,m
usr_002711,خالد,خالد_2904@icloud.com,US,Tabuk,ios,2019-07-16,premium_annual,46,M
usr_002712,Noura,noura_490@icloud.com,US,,ios,13/01/2024,premium_annual,,
usr_002713,Ahmed,ahmed_7626@outlook.sa,KW,,android,2021-08-25,free,34,male
usr_002714,سارة,سارة_5749@hotmail.com,BH,,web,2019-01-30,free,41,f
usr_002715,Aisha,aisha_7105@outlook.sa,JO,Buraidah,car_play,2019-06-11,premium_annual,42,f
usr_002716,زينب,زينب_2455@yahoo.com,SA,Jeddah,android,11/04/2021,premium_annual,59,female
usr_002717,عائشة,عائشة_5930@outlook.sa,QA,Buraidah,ios,2023-04-22,premium_annual,17,f
usr_002718,ياسر,ياسر_7998@yahoo.com,SA,Medina,smart_speaker,2023-05-25,premium,33,female
usr_002719,عمر,,UK,Medina,smart_speaker,2021-07-11T00:00:00,premium_annual,19,M
usr_002720,عمر,عمر_1723@icloud.com,LB,Buraidah,ios,01-09-2019,trial,54,M
usr_002721,منى,منى_7753@yahoo.com,DE,Tabuk,ios,2020-10-23T00:00:00,trial,58,F
usr_002722,مريم,مريم_9144@outlook.sa,DE,,ios,11-02-2023,premium,32,
usr_002723,Khalid,khalid_3728@yahoo.com,JO,Medina,ios,04-20-2023,premium_annual,25,f
usr_002724,Khalid,khalid_3570@gmail.com,FR,Buraidah,web,29/11/2023,premium_annual,,m
usr_002725,Omar,omar_4998@outlook.sa,BH,,smart_speaker,2023-10-14,premium_annual,44,f
usr_002726,حسن,حسن_407@icloud.com,LB,,web,2020-01-16,premium_annual,,m
usr_002727,سارة,سارة_6855@gmail.com,JO,Abha,ios,2023-12-16,trial,,F
usr_002728,Abdullah,abdullah_3084@yahoo.com,UK,Tabuk,android,2021-04-08,premium,52,male
usr_002729,ريم,ريم_7359@icloud.com,SA,Taif,web,10/05/2019,premium,44,F
usr_002730,مريم,مريم_2681@icloud.com,EG,Khobar,smart_speaker,28/02/2020,free,19,
usr_002731,منى,منى_9094@yahoo.com,EG,Riyadh,car_play,2024-05-18T00:00:00,premium_annual,19,f
usr_002732,محمد,محمد_9505@icloud.com,KW,Jeddah,ios,27/09/2020,premium,56,male
usr_002733,خالد,خالد_2310@gmail.com,BH,Taif,smart_speaker,19/09/2020,premium_annual,23,m
usr_002734,Noura,noura_8685@hotmail.com,DE,Riyadh,web,2019-05-25T00:00:00,premium,,female
usr_002735,عائشة,عائشة_4744@gmail.com,AE,,smart_speaker,2021-07-18T00:00:00,trial,53,F
usr_002736,Ahmed,ahmed_4556@icloud.com,SA,Jeddah,web,2022-09-26,premium_annual,38,male
usr_002737,Reem,reem_8354@outlook.sa,DE,Mecca,car_play,21/04/2020,premium_annual,65,f
usr_002738,Hassan,hassan_7567@icloud.com,KW,Dammam,smart_speaker,2023-10-06,premium,46,F
usr_002739,حسن,حسن_1292@icloud.com,US,,web,25/06/2019,trial,36,f
usr_002740,محمد,محمد_7346@outlook.sa,LB,Mecca,android,2021-08-14,trial,60,m
usr_002741,Abdullah,abdullah_9553@gmail.com,JO,,android,21/12/2022,premium_annual,31,female
usr_002742,عبدالله,عبدالله_3570@gmail.com,LB,,android,18/10/2021,premium_annual,,male
usr_002743,عبدالله,عبدالله_1781@yahoo.com,JO,Dammam,ios,08-08-2020,trial,45,m
usr_002744,سارة,سارة_3971@outlook.sa,US,,android,2022-09-15,free,16,m
usr_002745,سارة,سارة_743@gmail.com,QA,Khobar,smart_speaker,2022-01-04T00:00:00,free,43,M
usr_002746,حسن,حسن_619@hotmail.com,QA,Tabuk,android,2019-10-08,premium,45,F
usr_002747,طارق,طارق_3304@gmail.com,QA,Jeddah,car_play,2024-02-17,free,24,
usr_002748,محمد,محمد_3756@gmail.com,DE,,car_play,2019-01-29,premium,23,f
usr_002749,Sarah,sarah_9190@outlook.sa,LB,,android,2021-01-27,premium,46,f
usr_002750,عمر,عمر_5659@hotmail.com,US,Khobar,car_play,2020-02-27,premium,,F
usr_002751,Reem,reem_8252@yahoo.com,AE,,smart_speaker,07-30-2019,trial,25,m
usr_002752,عبدالله,عبدالله_63@yahoo.com,UK,Buraidah,ios,10-24-2021,trial,20,F
usr_002753,Zainab,zainab_3659@gmail.com,DE,Dammam,android,2022-09-09,trial,49,M
usr_002754,طارق,طارق_9668@icloud.com,UK,Dammam,ios,21/07/2022,trial,35,
usr_002755,أحمد,أحمد_6371@outlook.sa,LB,Buraidah,web,14/10/2020,trial,21,male
usr_002756,منى,منى_1724@hotmail.com,SA,,android,2019-01-04,trial,51,female
usr_002757,مريم,مريم_6976@gmail.com,JO,,android,01-12-2024,trial,42,M
usr_002758,Tariq,tariq_9132@icloud.com,FR,Tabuk,web,29/09/2019,trial,60,female
usr_002759,Reem,reem_4041@outlook.sa,UK,,web,2023-07-16,trial,48,male
usr_002760,Omar,omar_9222@hotmail.com,UK,Khobar,car_play,2024-07-24T00:00:00,premium,50,f
usr_002761,حسن,حسن_6183@gmail.com,QA,Medina,web,11/11/2020,free,40,female
usr_002762,Zainab,,AE,,ios,2020-12-09T00:00:00,free,44,f
usr_002763,Mohammed,mohammed_4982@hotmail.com,JO,Dammam,smart_speaker,2024-09-11,free,40,male
usr_002764,Zainab,zainab_7578@gmail.com,FR,Taif,android,21/02/2020,premium,31,F
usr_002765,أحمد,أحمد_1081@outlook.sa,OM,Khobar,web,2022-04-06T00:00:00,trial,40,F
usr_002766,Yasser,,OM,Taif,web,2019-01-14,free,,female
usr_002767,Tariq,tariq_1096@yahoo.com,BH,,smart_speaker,2023-04-04,trial,60,F
usr_002768,Abdullah,abdullah_8361@gmail.com,QA,Tabuk,car_play,11/03/2024,trial,37,
usr_002769,نورة,نورة_6848@gmail.com,OM,Taif,car_play,2021-02-19T00:00:00,premium,35,m
usr_002770,خالد,خالد_8480@icloud.com,SA,Medina,ios,17/04/2020,premium,30,male
usr_002771,زينب,زينب_3951@outlook.sa,MA,Dammam,android,18/05/2023,premium,54,f
usr_002772,سارة,سارة_4501@yahoo.com,OM,,car_play,2020-10-30,free,46,F
usr_002773,ريم,ريم_941@outlook.sa,US,Tabuk,web,06-10-2024,trial,28,female
usr_002774,فاطمة,فاطمة_7462@outlook.sa,EG,,car_play,2020-02-10T00:00:00,premium_annual,58,f
usr_002775,منى,منى_1304@icloud.com,EG,Khobar,smart_speaker,18/04/2023,free,17,
usr_002776,Sarah,sarah_9173@icloud.com,KW,Buraidah,smart_speaker,11/02/2022,trial,23,F
usr_002777,Hassan,hassan_9554@outlook.sa,MA,,car_play,10-13-2023,trial,30,m
usr_002778,Hassan,hassan_4675@icloud.com,SA,Medina,web,06/06/2019,trial,45,M
usr_002779,عبدالله,عبدالله_998@icloud.com,OM,Dammam,car_play,2024-05-21,trial,19,female
usr_002780,Yasser,yasser_120@hotmail.com,JO,Taif,ios,22/05/2020,premium,49,m
usr_002781,فاطمة,فاطمة_7522@gmail.com,UK,Riyadh,ios,2023-03-05,premium,59,m
usr_002782,منى,منى_7834@yahoo.com,DE,Tabuk,android,08-13-2022,free,46,
usr_002783,ريم,ريم_3711@icloud.com,EG,Taif,ios,2023-08-12,premium,,F
usr_002784,حسن,حسن_4143@outlook.sa,EG,Medina,car_play,2023-09-22,trial,65,male
usr_002785,Zainab,zainab_5513@yahoo.com,AE,Abha,smart_speaker,2021-10-14T00:00:00,premium,,m
usr_002786,Noura,noura_8727@gmail.com,SA,,car_play,09/11/2021,premium,38,F
usr_002787,Hassan,hassan_647@gmail.com,AE,Mecca,android,13/10/2023,free,36,F
usr_002788,Khalid,khalid_8422@yahoo.com,UK,,smart_speaker,07/07/2022,trial,21,f
usr_002789,Reem,reem_3917@yahoo.com,EG,,car_play,19/03/2021,premium_annual,17,M
usr_002790,نورة,نورة_9426@yahoo.com,SA,,web,30/03/2023,free,,M
usr_002791,Noura,noura_6684@yahoo.com,FR,Medina,smart_speaker,17/06/2024,premium_annual,39,male
usr_002792,Mariam,mariam_4595@outlook.sa,JO,Tabuk,web,2021-06-21T00:00:00,premium_annual,20,
usr_002793,Sarah,sarah_5472@hotmail.com,OM,,web,2020-04-14T00:00:00,premium,61,
usr_002794,عائشة,عائشة_1388@hotmail.com,DE,,car_play,2019-01-10,premium_annual,45,
usr_002795,Mona,mona_4477@icloud.com,AE,Khobar,ios,19/11/2021,premium_annual,50,F
usr_002796,عمر,عمر_1280@hotmail.com,SA,Riyadh,smart_speaker,01-08-2022,free,,
usr_002797,Reem,,LB,Medina,android,09-03-2021,premium_annual,64,F
usr_002798,Sarah,sarah_4375@hotmail.com,QA,Dammam,ios,2020-11-14,premium_annual,50,M
usr_002799,Sarah,sarah_3051@icloud.com,KW,,android,17/01/2022,free,59,male
usr_002800,Aisha,aisha_4941@icloud.com,JO,Khobar,smart_speaker,2023-04-17,premium,30,m
usr_002801,عمر,عمر_1302@icloud.com,LB,Abha,car_play,10-21-2019,trial,27,
usr_002802,Aisha,aisha_3970@icloud.com,JO,Riyadh,ios,2021-01-07T00:00:00,trial,56,f
usr_002803,Hind,hind_5595@outlook.sa,KW,Tabuk,smart_speaker,2019-03-14,free,26,female
usr_002804,منى,منى_5378@gmail.com,DE,Riyadh,android,2024-01-06,free,58,F
usr_002805,Hind,hind_3411@icloud.com,SA,Medina,car_play,12/07/2019,premium_annual,47,F
usr_002806,فاطمة,فاطمة_3859@gmail.com,MA,Taif,car_play,01-06-2022,free,27,M
usr_002807,Hassan,hassan_4140@hotmail.com,EG,Tabuk,smart_speaker,10-22-2019,trial,20,M
usr_002808,Mohammed,mohammed_8909@hotmail.com,AE,,android,2020-07-07,free,20,f
usr_002809,نورة,نورة_9319@gmail.com,SA,,smart_speaker,2021-01-01,premium_annual,,f
usr_002810,Mariam,mariam_6190@gmail.com,DE,Taif,android,2021-05-13,free,24,F
usr_002811,Fatima,fatima_1896@gmail.com,EG,Tabuk,ios,29/10/2021,trial,57,F
usr_002812,مريم,مريم_1932@gmail.com,SA,Buraidah,ios,2019-10-24,premium_annual,50,f
usr_002813,Yasser,,US,,smart_speaker,07/09/2019,premium_annual,39,female
usr_002814,منى,منى_5247@icloud.com,DE,,web,2021-07-10T00:00:00,trial,21,
usr_002815,Fatima,fatima_8672@yahoo.com,LB,,smart_speaker,09/06/2021,premium_annual,65,M
usr_002816,حسن,حسن_8923@hotmail.com,SA,,ios,18/05/2021,free,,female
usr_002817,Hassan,hassan_7114@yahoo.com,DE,,smart_speaker,2021-04-08,premium,37,M
usr_002818,عمر,عمر_8306@hotmail.com,AE,Dammam,smart_speaker,08/04/2021,premium,17,m
usr_002819,عائشة,عائشة_7033@gmail.com,AE,Khobar,car_play,2019-02-23,free,60,F
usr_002820,Fahad,fahad_1520@gmail.com,KW,Tabuk,car_play,2024-03-17T00:00:00,free,,m
usr_002821,Aisha,aisha_6247@outlook.sa,MA,Riyadh,car_play,2023-11-10,trial,39,
usr_002822,طارق,طارق_4491@outlook.sa,UK,,ios,08-09-2023,premium_annual,31,male
usr_002823,نورة,نورة_5617@hotmail.com,OM,Tabuk,car_play,03-26-2024,trial,64,F
usr_002824,Reem,reem_7872@gmail.com,AE,Riyadh,car_play,07-08-2021,premium_annual,19,f
usr_002825,Reem,reem_2308@hotmail.com,SA,Abha,smart_speaker,2023-04-06,premium,53,female
usr_002826,Reem,reem_3771@icloud.com,DE,Tabuk,android,12/11/2022,free,51,f
usr_002827,سارة,سارة_438@icloud.com,LB,Jeddah,car_play,17/06/2023,premium,28,male
usr_002828,Aisha,aisha_8172@outlook.sa,MA,Mecca,web,2019-09-08,trial,60,male
usr_002829,Fatima,fatima_4756@hotmail.com,SA,Medina,smart_speaker,2020-01-22,premium_annual,56,F
usr_002830,نورة,نورة_9564@yahoo.com,AE,Dammam,car_play,01/06/2024,free,38,male
usr_002831,نورة,نورة_5532@icloud.com,AE,Taif,smart_speaker,2021-04-22,trial,30,male
usr_002832,منى,منى_6969@yahoo.com,UK,Dammam,web,10-30-2021,trial,41,m
usr_002833,سلطان,,UK,Taif,web,02-27-2023,premium_annual,45,M
usr_002834,خالد,خالد_8627@gmail.com,JO,Medina,car_play,06/12/2023,trial,23,F
usr_002835,Hassan,hassan_6753@gmail.com,BH,Taif,android,2024-08-20,trial,43,F
usr_002836,Hind,hind_1768@outlook.sa,EG,,web,2023-02-02,premium_annual,32,M
usr_002837,Hind,hind_7578@hotmail.com,MA,Jeddah,android,2019-05-14,premium,36,m
usr_002838,Fahad,fahad_7516@outlook.sa,AE,Abha,smart_speaker,03/02/2019,free,40,f
usr_002839,Hind,hind_4447@outlook.sa,MA,,web,2020-01-29,free,16,f
usr_002840,أحمد,أحمد_6593@yahoo.com,FR,Buraidah,smart_speaker,2020-10-17,premium_annual,34,M
usr_002841,طارق,طارق_5227@icloud.com,JO,,car_play,28/10/2021,free,31,m
usr_002842,عمر,عمر_9497@icloud.com,SA,Jeddah,car_play,2019-02-24,free,,F
usr_002843,ياسر,ياسر_8584@outlook.sa,US,Dammam,ios,2020-09-21,premium,,M
usr_002844,نورة,نورة_2725@hotmail.com,FR,,smart_speaker,2023-10-04,trial,41,F
usr_002845,Mariam,mariam_975@outlook.sa,SA,,android,2019-10-05,trial,55,f
usr_002846,Tariq,tariq_3550@yahoo.com,LB,,android,2020-09-25,premium_annual,61,female
usr_002847,Lamia,lamia_5306@yahoo.com,MA,Buraidah,android,06-19-2024,premium,39,male
usr_002848,سارة,,AE,,ios,2021-06-24,free,51,female
usr_002849,زينب,,DE,,car_play,08-04-2023,premium_annual,,female
usr_002850,Sultan,sultan_4503@yahoo.com,FR,Taif,ios,11/09/2024,free,55,M
usr_002851,فاطمة,فاطمة_4432@icloud.com,QA,Riyadh,car_play,17/05/2022,premium,51,
usr_002852,Mohammed,mohammed_915@icloud.com,US,Khobar,smart_speaker,2024-07-13,free,,female
usr_002853,سارة,سارة_7407@hotmail.com,EG,Tabuk,smart_speaker,2022-08-22,premium,39,male
usr_002854,سارة,سارة_6229@hotmail.com,QA,,web,2020-03-31,premium_annual,59,M
usr_002855,منى,منى_2278@yahoo.com,UK,Tabuk,ios,12/06/2019,premium_annual,46,f
usr_002856,ريم,ريم_891@icloud.com,BH,Dammam,car_play,29/03/2022,free,22,
usr_002857,منى,منى_5037@gmail.com,LB,Medina,android,2021-10-20,free,26,F
usr_002858,سارة,سارة_7090@icloud.com,DE,Dammam,car_play,11/11/2022,trial,44,male
usr_002859,Mariam,mariam_5900@gmail.com,UK,,smart_speaker,08-19-2022,premium_annual,48,female
usr_002860,أحمد,أحمد_2880@yahoo.com,OM,Medina,web,07/07/2021,premium,44,m
usr_002861,منى,منى_100@yahoo.com,FR,Medina,web,2024-09-14,free,63,female
usr_002862,Abdullah,abdullah_8562@gmail.com,MA,Jeddah,android,03/10/2022,trial,39,f
usr_002863,Reem,reem_2487@yahoo.com,AE,Buraidah,smart_speaker,2020-02-27,trial,21,m
usr_002864,Mona,mona_4826@hotmail.com,EG,Medina,car_play,14/12/2023,free,49,male
usr_002865,لمياء,لمياء_7706@yahoo.com,MA,Medina,smart_speaker,08-30-2023,trial,49,m
usr_002866,Yasser,yasser_5032@yahoo.com,LB,Taif,web,22/05/2024,premium,,m
usr_002867,Ahmed,ahmed_454@yahoo.com,BH,Dammam,smart_speaker,06/01/2024,free,60,
usr_002868,Hassan,hassan_6019@icloud.com,DE,,smart_speaker,21/05/2022,trial,39,m
usr_002869,عائشة,عائشة_3962@outlook.sa,FR,Taif,android,2021-07-19,premium_annual,35,M
usr_002870,نورة,نورة_3307@hotmail.com,DE,Taif,ios,2021-12-07T00:00:00,premium,36,
usr_002871,سارة,سارة_5455@gmail.com,DE,Dammam,car_play,2024-03-20,trial,47,f
usr_002872,عبدالله,عبدالله_729@outlook.sa,SA,,smart_speaker,2019-05-17,trial,34,male
usr_002873,Yasser,yasser_3409@hotmail.com,UK,Medina,ios,01-13-2021,trial,53,
usr_002874,Abdullah,abdullah_4408@hotmail.com,OM,,ios,2023-01-14,trial,28,f
usr_002875,نورة,نورة_6365@gmail.com,US,,android,2022-07-01,premium,57,female
usr_002876,Omar,omar_3886@gmail.com,DE,Jeddah,ios,2022-08-01,premium,16,male
usr_002877,نورة,نورة_3217@yahoo.com,SA,Riyadh,web,2024-04-22,trial,58,F
usr_002878,زينب,زينب_9091@gmail.com,LB,,car_play,09/09/2021,premium_annual,55,m
usr_002879,عمر,عمر_5892@outlook.sa,UK,,android,23/06/2019,free,63,F
usr_002880,عمر,عمر_430@gmail.com,JO,,ios,2022-05-30T00:00:00,premium_annual,41,male
usr_002881,ياسر,ياسر_9679@outlook.sa,FR,,android,2023-06-18,premium,34,F
usr_002882,Zainab,zainab_1721@gmail.com,FR,Buraidah,smart_speaker,06/09/2021,free,31,female
usr_002883,Fahad,,LB,Dammam,android,01-08-2020,premium,42,f
usr_002884,Hind,hind_2235@hotmail.com,QA,,android,2022-03-23,premium,17,F
usr_002885,سارة,سارة_2121@outlook.sa,LB,,android,2019-03-03,premium,31,male
usr_002886,Reem,reem_5500@hotmail.com,DE,Khobar,smart_speaker,2020-01-28,free,47,female
usr_002887,زينب,زينب_2554@outlook.sa,MA,,android,2022-01-31,premium,45,F
usr_002888,أحمد,أحمد_6425@hotmail.com,BH,Dammam,smart_speaker,03-19-2024,premium,62,male
usr_002889,زينب,زينب_2386@yahoo.com,OM,,car_play,2021-03-21T00:00:00,trial,45,F
usr_002890,نورة,نورة_9733@hotmail.com,KW,Dammam,car_play,2019-09-20,premium,62,
usr_002891,Sarah,sarah_5536@icloud.com,SA,Abha,ios,12-24-2020,premium_annual,18,f
usr_002892,فهد,فهد_4123@yahoo.com,EG,Riyadh,car_play,19/10/2020,premium,30,
usr_002893,منى,منى_4561@gmail.com,OM,,web,02-13-2021,premium,49,female
usr_002894,أحمد,أحمد_9492@yahoo.com,OM,Khobar,car_play,30/03/2019,premium_annual,,f
usr_002895,Sarah,sarah_230@gmail.com,JO,Tabuk,ios,15/01/2021,trial,35,m
usr_002896,حسن,حسن_1606@yahoo.com,LB,Khobar,smart_speaker,2022-12-04T00:00:00,premium_annual,,f
usr_002897,Khalid,khalid_2133@yahoo.com,DE,,web,2019-01-03,free,63,f
usr_002898,هند,,EG,Abha,smart_speaker,2023-08-09,free,52,
usr_002899,Fahad,fahad_1531@icloud.com,LB,Medina,web,2023-07-15,free,63,M
usr_002900,طارق,طارق_1101@yahoo.com,BH,Riyadh,android,07-10-2021,trial,,F
usr_002901,Tariq,tariq_8741@hotmail.com,US,,car_play,04/10/2022,premium_annual,20,f
usr_002902,منى,منى_4616@outlook.sa,LB,Tabuk,smart_speaker,07-04-2023,trial,26,m
usr_002903,عبدالله,عبدالله_652@gmail.com,UK,Dammam,web,2019-05-03,premium_annual,16,male
usr_002904,عائشة,عائشة_7904@yahoo.com,UK,Riyadh,ios,2020-03-05,premium_annual,20,
usr_002905,سارة,سارة_1170@yahoo.com,MA,Riyadh,web,2023-12-05,premium,,female
usr_002906,أحمد,أحمد_4498@hotmail.com,AE,Khobar,web,28/10/2019,free,39,f
usr_002907,Mona,mona_5861@gmail.com,QA,Taif,android,2019-03-05,premium_annual,37,female
usr_002908,Fatima,fatima_848@hotmail.com,AE,Mecca,car_play,2020-06-22,trial,37,M
usr_002909,Lamia,lamia_3405@yahoo.com,MA,Jeddah,ios,2024-04-12,trial,42,male
usr_002910,خالد,خالد_5698@hotmail.com,AE,,ios,2024-08-05,trial,20,F
usr_002911,هند,هند_5258@hotmail.com,QA,,car_play,05-11-2019,trial,18,f
usr_002912,سلطان,سلطان_245@icloud.com,UK,Buraidah,android,08-19-2021,free,53,M
usr_002913,حسن,حسن_7401@gmail.com,DE,Dammam,car_play,2024-08-30,trial,35,f
usr_002914,Omar,omar_4337@hotmail.com,QA,,ios,2021-11-18,premium,32,f
usr_002915,Yasser,yasser_7166@yahoo.com,LB,Jeddah,ios,2023-11-11,premium_annual,,
usr_002916,لمياء,,UK,Abha,smart_speaker,02/04/2024,premium,45,female
usr_002917,أحمد,أحمد_8247@icloud.com,DE,Khobar,ios,05/07/2020,premium,64,M
usr_002918,Yasser,yasser_1375@outlook.sa,US,Jeddah,smart_speaker,2021-10-16,premium,36,f
usr_002919,مريم,,EG,,ios,2023-07-02,free,16,f
usr_002920,فاطمة,,SA,,smart_speaker,2024-05-09T00:00:00,premium,29,F
usr_002921,Fatima,fatima_7016@gmail.com,DE,,web,2023-07-15,free,17,f
usr_002922,أحمد,أحمد_6818@icloud.com,KW,Buraidah,car_play,07/08/2019,free,39,female
usr_002923,Fahad,fahad_4281@hotmail.com,EG,Riyadh,web,2022-03-25T00:00:00,free,54,f
usr_002924,Aisha,aisha_1796@yahoo.com,MA,,android,2020-04-26,trial,32,m
usr_002925,زينب,زينب_1534@gmail.com,DE,Abha,web,01-17-2024,premium_annual,,f
usr_002926,Sultan,sultan_5447@outlook.sa,OM,Dammam,android,2021-03-26,premium_annual,,m
usr_002927,Ahmed,ahmed_3489@outlook.sa,JO,Tabuk,smart_speaker,03-21-2021,premium_annual,46,male
usr_002928,Fahad,fahad_4149@gmail.com,DE,Abha,smart_speaker,2021-12-13,premium,16,m
usr_002929,Sultan,sultan_51@hotmail.com,US,Riyadh,car_play,31/12/2019,premium,32,M
usr_002930,عائشة,عائشة_8762@yahoo.com,AE,,smart_speaker,2024-03-15,free,47,female
usr_002931,زينب,زينب_4734@outlook.sa,UK,Dammam,android,23/02/2022,premium,60,
usr_002932,ياسر,ياسر_317@hotmail.com,LB,Tabuk,web,04/06/2019,premium_annual,21,f
usr_002933,Hassan,hassan_9440@hotmail.com,FR,Buraidah,smart_speaker,21/10/2021,premium_annual,54,M
usr_002934,هند,هند_4976@yahoo.com,BH,,android,09/08/2023,trial,40,
usr_002935,ريم,ريم_7666@icloud.com,QA,Mecca,ios,10/09/2022,premium,27,f
usr_002936,سلطان,سلطان_7268@yahoo.com,US,Riyadh,web,2024-07-18,free,17,f
usr_002937,محمد,محمد_6195@outlook.sa,FR,Buraidah,smart_speaker,2023-08-02,premium,24,f
usr_002938,خالد,خالد_4105@gmail.com,US,Medina,web,2021-06-14,free,52,m
usr_002939,ياسر,ياسر_9875@gmail.com,LB,Medina,web,2021-11-05T00:00:00,trial,24,m
usr_002940,Omar,omar_3300@gmail.com,JO,Buraidah,ios,2021-07-02T00:00:00,free,61,m
usr_002941,Reem,reem_4541@yahoo.com,AE,Taif,android,14/07/2021,premium_annual,64,M
usr_002942,Hind,hind_2371@yahoo.com,SA,Medina,android,05-31-2022,premium,,F
usr_002943,منى,منى_5455@yahoo.com,SA,Khobar,android,13/09/2024,premium_annual,56,f
usr_002944,ياسر,ياسر_1114@yahoo.com,KW,,smart_speaker,27/01/2024,premium_annual,,male
usr_002945,عبدالله,عبدالله_4510@icloud.com,DE,,android,18/07/2022,premium_annual,42,male
usr_002946,Fatima,fatima_3326@gmail.com,DE,Medina,smart_speaker,2023-01-21,free,,f
usr_002947,Ahmed,ahmed_1007@icloud.com,KW,Taif,android,16/04/2019,premium_annual,57,female
usr_002948,ياسر,ياسر_5382@yahoo.com,SA,Medina,smart_speaker,04-24-2024,free,23,F
usr_002949,عبدالله,عبدالله_8973@outlook.sa,JO,,smart_speaker,2020-11-19,premium,,M
usr_002950,Zainab,,JO,Khobar,web,20/09/2024,premium,35,f
usr_002951,لمياء,لمياء_4260@outlook.sa,FR,Taif,android,30/11/2023,free,,m
usr_002952,Ahmed,ahmed_4466@hotmail.com,LB,Dammam,car_play,11-04-2020,trial,,male
usr_002953,Reem,reem_2487@yahoo.com,AE,Buraidah,smart_speaker,2021-07-23,trial,21,m
usr_002954,Hassan,hassan_9142@icloud.com,SA,Abha,smart_speaker,2023-04-27,premium,32,f
usr_002955,عمر,عمر_7298@icloud.com,JO,Taif,ios,21/03/2024,premium_annual,23,
usr_002956,Reem,reem_8644@outlook.sa,BH,Riyadh,android,2024-04-24T00:00:00,free,23,female
usr_002957,Mariam,mariam_8565@icloud.com,US,,smart_speaker,15/06/2023,trial,63,M
usr_002958,فاطمة,فاطمة_6633@icloud.com,EG,Abha,ios,2021-01-12,trial,21,f
usr_002959,مريم,مريم_6072@hotmail.com,BH,,android,31/07/2020,free,17,
